Países;Quantidade (Kg);Valor (US$);Year;Category;Subcategory
Total;26.492.067;28.733.264;1998;Importacao;Uvas_Frescas
Afeganistão;-;-;1998;Importacao;Uvas_passas
África do Sul;178.585;341.606;1998;Importacao;Uvas_passas
Alemanha, República Democrática;143;101;1998;Importacao;Uvas_passas
Arábia Saudita;-;-;1998;Importacao;Uvas_passas
Argentina;4.237.403;6.256.924;1998;Importacao;Uvas_passas
Austrália;-;-;1998;Importacao;Uvas_passas
Bélgica;-;-;1998;Importacao;Uvas_passas
Chile;4.033.736;6.056.881;1998;Importacao;Uvas_passas
China;-;-;1998;Importacao;Uvas_passas
China Continental;-;-;1998;Importacao;Uvas_passas
Cingapura;-;-;1998;Importacao;Uvas_passas
Costa Rica;-;-;1998;Importacao;Uvas_passas
Emirados;17.420;26.546;1998;Importacao;Uvas_passas
Espanha;6.004;25.691;1998;Importacao;Uvas_passas
Estados Unidos;1.306.508;2.037.588;1998;Importacao;Uvas_passas
França;19.510;33.593;1998;Importacao;Uvas_passas
Grécia;138.000;151.548;1998;Importacao;Uvas_passas
Guiana Britânica;-;-;1998;Importacao;Uvas_passas
Índia;-;-;1998;Importacao;Uvas_passas
Irã;16.500;23.475;1998;Importacao;Uvas_passas
Itália;-;-;1998;Importacao;Uvas_passas
Japão;-;-;1998;Importacao;Uvas_passas
México;156.160;219.099;1998;Importacao;Uvas_passas
Países Baixos;-;-;1998;Importacao;Uvas_passas
Paraguai;-;-;1998;Importacao;Uvas_passas
Peru;-;-;1998;Importacao;Uvas_passas
Portugal;-;-;1998;Importacao;Uvas_passas
Reino Unido;-;-;1998;Importacao;Uvas_passas
Suécia;-;-;1998;Importacao;Uvas_passas
Turquia;5.336.758;5.591.214;1998;Importacao;Uvas_passas
Uruguai;-;-;1998;Importacao;Uvas_passas
Uzbequistão;-;-;1998;Importacao;Uvas_passas
Venezuela;40;14;1998;Importacao;Uvas_passas
Não consta na tabela;-;-;1998;Importacao;Uvas_passas
Outros;-;-;1998;Importacao;Uvas_passas
Total;15.446.767;20.764.280;1998;Importacao;Uvas_passas
Africa do Sul;1.605;1.085;1998;Importacao;Suco_de_uva
Alemanha;-;-;1998;Importacao;Suco_de_uva
Argentina;2.057.726;1.994.801;1998;Importacao;Suco_de_uva
Austria;35.210;16.029;1998;Importacao;Suco_de_uva
Canadá;-;-;1998;Importacao;Suco_de_uva
Coreia do Sul, República;303.420;250.582;1998;Importacao;Suco_de_uva
Coreia do Norte, República;56.000;49.405;1998;Importacao;Suco_de_uva
Chile;-;-;1998;Importacao;Suco_de_uva
China;4.200;1.715;1998;Importacao;Suco_de_uva
Dinamarca;-;-;1998;Importacao;Suco_de_uva
Espanha;3.986;2.780;1998;Importacao;Suco_de_uva
Estados Unidos;16.985;11.059;1998;Importacao;Suco_de_uva
França;-;-;1998;Importacao;Suco_de_uva
Guiana;-;-;1998;Importacao;Suco_de_uva
Israel;11.663;6.217;1998;Importacao;Suco_de_uva
itália;-;-;1998;Importacao;Suco_de_uva
Japão;-;-;1998;Importacao;Suco_de_uva
Líbano;-;-;1998;Importacao;Suco_de_uva
México;1.919.238;863.521;1998;Importacao;Suco_de_uva
Países Baixos;-;-;1998;Importacao;Suco_de_uva
Panamá;-;-;1998;Importacao;Suco_de_uva
Peru;-;-;1998;Importacao;Suco_de_uva
Portugal;-;-;1998;Importacao;Suco_de_uva
Reino Unido;-;-;1998;Importacao;Suco_de_uva
Taiwan;-;-;1998;Importacao;Suco_de_uva
Turquia;-;-;1998;Importacao;Suco_de_uva
Uruguai;-;-;1998;Importacao;Suco_de_uva
Venezuela;-;-;1998;Importacao;Suco_de_uva
Outros;-;-;1998;Importacao;Suco_de_uva
Total;4.410.033;3.197.194;1998;Importacao;Suco_de_uva
Africa do Sul;-;-;1999;Importacao;Vinhos_de_Mesa
Alemanha;2.576.557;4.539.354;1999;Importacao;Vinhos_de_Mesa
Argélia;-;-;1999;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;1999;Importacao;Vinhos_de_Mesa
Argentina;2.475.780;5.284.871;1999;Importacao;Vinhos_de_Mesa
Armênia;-;-;1999;Importacao;Vinhos_de_Mesa
Austrália;-;-;1999;Importacao;Vinhos_de_Mesa
Áustria;83.930;661.104;1999;Importacao;Vinhos_de_Mesa
Bermudas;-;-;1999;Importacao;Vinhos_de_Mesa
Bélgica;5.550;23.433;1999;Importacao;Vinhos_de_Mesa
Bolívia;-;-;1999;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;1999;Importacao;Vinhos_de_Mesa
Brasil;-;-;1999;Importacao;Vinhos_de_Mesa
Bulgária;-;-;1999;Importacao;Vinhos_de_Mesa
Canada;-;-;1999;Importacao;Vinhos_de_Mesa
Chile;4.312.887;8.756.515;1999;Importacao;Vinhos_de_Mesa
China;-;-;1999;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;1999;Importacao;Vinhos_de_Mesa
Croácia;-;-;1999;Importacao;Vinhos_de_Mesa
Cuba;-;-;1999;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;1999;Importacao;Vinhos_de_Mesa
Eslovênia;-;-;1999;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;1999;Importacao;Vinhos_de_Mesa
Espanha;396.453;1.906.389;1999;Importacao;Vinhos_de_Mesa
Estados Unidos;674.683;992.353;1999;Importacao;Vinhos_de_Mesa
França;3.529.422;10.122.865;1999;Importacao;Vinhos_de_Mesa
Geórgia;-;-;1999;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;1999;Importacao;Vinhos_de_Mesa
Grécia;-;-;1999;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;1999;Importacao;Vinhos_de_Mesa
Hungria;-;-;1999;Importacao;Vinhos_de_Mesa
Indonésia;-;-;1999;Importacao;Vinhos_de_Mesa
Irlanda;-;-;1999;Importacao;Vinhos_de_Mesa
Israel;-;-;1999;Importacao;Vinhos_de_Mesa
Itália;6.187.860;14.604.418;1999;Importacao;Vinhos_de_Mesa
Japão;-;-;1999;Importacao;Vinhos_de_Mesa
Iugoslávia;-;-;1999;Importacao;Vinhos_de_Mesa
Líbano;-;-;1999;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;1999;Importacao;Vinhos_de_Mesa
Macedônia;-;-;1999;Importacao;Vinhos_de_Mesa
Marrocos;-;-;1999;Importacao;Vinhos_de_Mesa
México;-;-;1999;Importacao;Vinhos_de_Mesa
Moldávia;-;-;1999;Importacao;Vinhos_de_Mesa
Montenegro;-;-;1999;Importacao;Vinhos_de_Mesa
Noruega;-;-;1999;Importacao;Vinhos_de_Mesa
Nova Zelândia;-;-;1999;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);-;-;1999;Importacao;Vinhos_de_Mesa
Panamá;-;-;1999;Importacao;Vinhos_de_Mesa
Peru;-;-;1999;Importacao;Vinhos_de_Mesa
Porto Rico;-;-;1999;Importacao;Vinhos_de_Mesa
Portugal;4.408.133;12.406.498;1999;Importacao;Vinhos_de_Mesa
Reino Unido;-;-;1999;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;1999;Importacao;Vinhos_de_Mesa
Romênia;-;-;1999;Importacao;Vinhos_de_Mesa
Rússia;-;-;1999;Importacao;Vinhos_de_Mesa
San Marino;-;-;1999;Importacao;Vinhos_de_Mesa
Sérvia;-;-;1999;Importacao;Vinhos_de_Mesa
Síria;-;-;1999;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;1999;Importacao;Vinhos_de_Mesa
Suíça;-;-;1999;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;1999;Importacao;Vinhos_de_Mesa
Tunísia;-;-;1999;Importacao;Vinhos_de_Mesa
Turquia;-;-;1999;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;1999;Importacao;Vinhos_de_Mesa
Uruguai;1.712.036;2.756.398;1999;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;1999;Importacao;Vinhos_de_Mesa
Não declarados;-;-;1999;Importacao;Vinhos_de_Mesa
Outros;49.646;230.829;1999;Importacao;Vinhos_de_Mesa
Total;26.412.937;62.285.027;1999;Importacao;Vinhos_de_Mesa
Africa do Sul;-;-;1999;Importacao;Espumantes
Alemanha;1.980;6.690;1999;Importacao;Espumantes
Argentina;86.940;360.596;1999;Importacao;Espumantes
Austrália;-;-;1999;Importacao;Espumantes
Áustria;-;-;1999;Importacao;Espumantes
Bermudas;-;-;1999;Importacao;Espumantes
Bahamas;-;-;1999;Importacao;Espumantes
Bélgica;-;-;1999;Importacao;Espumantes
Brasil;-;-;1999;Importacao;Espumantes
Bulgária;-;-;1999;Importacao;Espumantes
Canada;-;-;1999;Importacao;Espumantes
Chile;18.020;65.480;1999;Importacao;Espumantes
Croácia;-;-;1999;Importacao;Espumantes
Cuba;-;-;1999;Importacao;Espumantes
Emirados Árabes Unidos;-;-;1999;Importacao;Espumantes
Eslovênia;-;-;1999;Importacao;Espumantes
Espanha;251.511;1.017.499;1999;Importacao;Espumantes
Estados Unidos;-;-;1999;Importacao;Espumantes
França;1.158.921;11.636.214;1999;Importacao;Espumantes
Geórgia;-;-;1999;Importacao;Espumantes
Granada;-;-;1999;Importacao;Espumantes
Grécia;-;-;1999;Importacao;Espumantes
Hong Kong;-;-;1999;Importacao;Espumantes
Hungria;-;-;1999;Importacao;Espumantes
Indonésia;-;-;1999;Importacao;Espumantes
Irlanda;-;-;1999;Importacao;Espumantes
Israel;-;-;1999;Importacao;Espumantes
Itália;498.453;1.678.442;1999;Importacao;Espumantes
Luxemburgo;-;-;1999;Importacao;Espumantes
México;-;-;1999;Importacao;Espumantes
Moldávia;-;-;1999;Importacao;Espumantes
Nova Zelândia;-;-;1999;Importacao;Espumantes
Países Baixos;-;-;1999;Importacao;Espumantes
Panamá;-;-;1999;Importacao;Espumantes
Peru;-;-;1999;Importacao;Espumantes
Portugal;15.501;45.223;1999;Importacao;Espumantes
Reino Unido;-;-;1999;Importacao;Espumantes
Romênia;-;-;1999;Importacao;Espumantes
Suíça;-;-;1999;Importacao;Espumantes
Tunísia;-;-;1999;Importacao;Espumantes
Ucrânia;-;-;1999;Importacao;Espumantes
Uruguai;-;-;1999;Importacao;Espumantes
Não consta na tabela;-;-;1999;Importacao;Espumantes
Não declarados;-;-;1999;Importacao;Espumantes
Outros;2.117;5.818;1999;Importacao;Espumantes
Total;2.033.443;14.815.962;1999;Importacao;Espumantes
Argélia;-;-;1999;Importacao;Uvas_Frescas
Argentina;1.616.655;1.432.080;1999;Importacao;Uvas_Frescas
Brasil;-;-;1999;Importacao;Uvas_Frescas
Chile;6.754.643;6.792.509;1999;Importacao;Uvas_Frescas
Colômbia;-;-;1999;Importacao;Uvas_Frescas
Egito;-;-;1999;Importacao;Uvas_Frescas
Espanha;74.760;105.616;1999;Importacao;Uvas_Frescas
Estados Unidos;104.374;92.592;1999;Importacao;Uvas_Frescas
Grécia;-;-;1999;Importacao;Uvas_Frescas
Itália;-;-;1999;Importacao;Uvas_Frescas
México;37.170;28.860;1999;Importacao;Uvas_Frescas
Peru;1.700;1.394;1999;Importacao;Uvas_Frescas
Paraguai;-;-;1999;Importacao;Uvas_Frescas
Portugal;-;-;1999;Importacao;Uvas_Frescas
Panamá;-;-;1999;Importacao;Uvas_Frescas
Reino Unido;-;-;1999;Importacao;Uvas_Frescas
Uruguai;9.296;8.130;1999;Importacao;Uvas_Frescas
Venezuela;-;-;1999;Importacao;Uvas_Frescas
Não consta na tabela;-;-;1999;Importacao;Uvas_Frescas
Outros;-;-;1999;Importacao;Uvas_Frescas
Total;8.598.598;8.461.181;1999;Importacao;Uvas_Frescas
Afeganistão;-;-;1999;Importacao;Uvas_passas
África do Sul;66.912;123.771;1999;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;1999;Importacao;Uvas_passas
Arábia Saudita;-;-;1999;Importacao;Uvas_passas
Argentina;3.438.508;4.855.950;1999;Importacao;Uvas_passas
Austrália;-;-;1999;Importacao;Uvas_passas
Bélgica;-;-;1999;Importacao;Uvas_passas
Chile;3.853.245;5.815.682;1999;Importacao;Uvas_passas
China;-;-;1999;Importacao;Uvas_passas
China Continental;-;-;1999;Importacao;Uvas_passas
Cingapura;-;-;1999;Importacao;Uvas_passas
Costa Rica;-;-;1999;Importacao;Uvas_passas
Emirados;-;-;1999;Importacao;Uvas_passas
Espanha;288;1.080;1999;Importacao;Uvas_passas
Estados Unidos;514.513;1.094.056;1999;Importacao;Uvas_passas
França;-;-;1999;Importacao;Uvas_passas
Grécia;91.000;130.910;1999;Importacao;Uvas_passas
Guiana Britânica;-;-;1999;Importacao;Uvas_passas
Índia;-;-;1999;Importacao;Uvas_passas
Irã;1.128.400;1.329.891;1999;Importacao;Uvas_passas
Itália;-;-;1999;Importacao;Uvas_passas
Japão;-;-;1999;Importacao;Uvas_passas
México;96.000;137.957;1999;Importacao;Uvas_passas
Países Baixos;-;-;1999;Importacao;Uvas_passas
Paraguai;-;-;1999;Importacao;Uvas_passas
Peru;-;-;1999;Importacao;Uvas_passas
Portugal;-;-;1999;Importacao;Uvas_passas
Reino Unido;-;-;1999;Importacao;Uvas_passas
Suécia;-;-;1999;Importacao;Uvas_passas
Turquia;6.792.500;6.548.193;1999;Importacao;Uvas_passas
Uruguai;-;-;1999;Importacao;Uvas_passas
Uzbequistão;-;-;1999;Importacao;Uvas_passas
Venezuela;-;-;1999;Importacao;Uvas_passas
Não consta na tabela;-;-;1999;Importacao;Uvas_passas
Outros;35.150;46.985;1999;Importacao;Uvas_passas
Total;16.016.516;20.084.475;1999;Importacao;Uvas_passas
Africa do Sul;-;-;1999;Importacao;Suco_de_uva
Alemanha;-;-;1999;Importacao;Suco_de_uva
Argentina;2.003.660;1.845.406;1999;Importacao;Suco_de_uva
Austria;-;-;1999;Importacao;Suco_de_uva
Canadá;-;-;1999;Importacao;Suco_de_uva
Coreia do Sul, República;112.762;90.300;1999;Importacao;Suco_de_uva
Coreia do Norte, República;25.100;20.413;1999;Importacao;Suco_de_uva
Chile;136;253;1999;Importacao;Suco_de_uva
China;-;-;1999;Importacao;Suco_de_uva
Dinamarca;-;-;1999;Importacao;Suco_de_uva
Espanha;-;-;1999;Importacao;Suco_de_uva
Estados Unidos;5.394;11.240;1999;Importacao;Suco_de_uva
França;-;-;1999;Importacao;Suco_de_uva
Guiana;-;-;1999;Importacao;Suco_de_uva
Israel;374;282;1999;Importacao;Suco_de_uva
itália;-;-;1999;Importacao;Suco_de_uva
Japão;-;-;1999;Importacao;Suco_de_uva
Líbano;-;-;1999;Importacao;Suco_de_uva
México;314.075;108.319;1999;Importacao;Suco_de_uva
Países Baixos;-;-;1999;Importacao;Suco_de_uva
Panamá;-;-;1999;Importacao;Suco_de_uva
Peru;-;-;1999;Importacao;Suco_de_uva
Portugal;-;-;1999;Importacao;Suco_de_uva
Reino Unido;-;-;1999;Importacao;Suco_de_uva
Taiwan;-;-;1999;Importacao;Suco_de_uva
Turquia;-;-;1999;Importacao;Suco_de_uva
Uruguai;-;-;1999;Importacao;Suco_de_uva
Venezuela;-;-;1999;Importacao;Suco_de_uva
Outros;3.186;1.695;1999;Importacao;Suco_de_uva
Total;2.464.687;2.077.908;1999;Importacao;Suco_de_uva
Africa do Sul;-;-;2000;Importacao;Vinhos_de_Mesa
Alemanha;1.164.724;1.668.539;2000;Importacao;Vinhos_de_Mesa
Argélia;-;-;2000;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;2000;Importacao;Vinhos_de_Mesa
Argentina;2.724.941;6.556.544;2000;Importacao;Vinhos_de_Mesa
Armênia;-;-;2000;Importacao;Vinhos_de_Mesa
Austrália;130.097;446.892;2000;Importacao;Vinhos_de_Mesa
Áustria;-;-;2000;Importacao;Vinhos_de_Mesa
Bermudas;-;-;2000;Importacao;Vinhos_de_Mesa
Bélgica;-;-;2000;Importacao;Vinhos_de_Mesa
Bolívia;-;-;2000;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;2000;Importacao;Vinhos_de_Mesa
Brasil;-;-;2000;Importacao;Vinhos_de_Mesa
Bulgária;-;-;2000;Importacao;Vinhos_de_Mesa
Canada;-;-;2000;Importacao;Vinhos_de_Mesa
Chile;5.559.322;12.096.840;2000;Importacao;Vinhos_de_Mesa
China;-;-;2000;Importacao;Vinhos_de_Mesa
Coreia do Sul, República;-;-;2000;Importacao;Vinhos_de_Mesa
Croácia;-;-;2000;Importacao;Vinhos_de_Mesa
Cuba;-;-;2000;Importacao;Vinhos_de_Mesa
Emirados Árabes Unidos;-;-;2000;Importacao;Vinhos_de_Mesa
Eslovênia;-;-;2000;Importacao;Vinhos_de_Mesa
Eslováquia;-;-;2000;Importacao;Vinhos_de_Mesa
Espanha;531.425;1.699.237;2000;Importacao;Vinhos_de_Mesa
Estados Unidos;426.442;899.698;2000;Importacao;Vinhos_de_Mesa
França;3.431.635;8.467.949;2000;Importacao;Vinhos_de_Mesa
Geórgia;-;-;2000;Importacao;Vinhos_de_Mesa
Geórgia do Sul e Sandwich do Sul, Ilhas;-;-;2000;Importacao;Vinhos_de_Mesa
Grécia;-;-;2000;Importacao;Vinhos_de_Mesa
Hong Kong;-;-;2000;Importacao;Vinhos_de_Mesa
Hungria;-;-;2000;Importacao;Vinhos_de_Mesa
Indonésia;-;-;2000;Importacao;Vinhos_de_Mesa
Irlanda;-;-;2000;Importacao;Vinhos_de_Mesa
Israel;-;-;2000;Importacao;Vinhos_de_Mesa
Itália;8.261.193;16.364.713;2000;Importacao;Vinhos_de_Mesa
Japão;-;-;2000;Importacao;Vinhos_de_Mesa
Iugoslávia;-;-;2000;Importacao;Vinhos_de_Mesa
Líbano;-;-;2000;Importacao;Vinhos_de_Mesa
Luxemburgo;-;-;2000;Importacao;Vinhos_de_Mesa
Macedônia;-;-;2000;Importacao;Vinhos_de_Mesa
Marrocos;-;-;2000;Importacao;Vinhos_de_Mesa
México;-;-;2000;Importacao;Vinhos_de_Mesa
Moldávia;-;-;2000;Importacao;Vinhos_de_Mesa
Montenegro;-;-;2000;Importacao;Vinhos_de_Mesa
Noruega;-;-;2000;Importacao;Vinhos_de_Mesa
Nova Zelândia;-;-;2000;Importacao;Vinhos_de_Mesa
Países Baixos (Holanda);-;-;2000;Importacao;Vinhos_de_Mesa
Panamá;-;-;2000;Importacao;Vinhos_de_Mesa
Peru;-;-;2000;Importacao;Vinhos_de_Mesa
Porto Rico;-;-;2000;Importacao;Vinhos_de_Mesa
Portugal;5.011.051;13.191.073;2000;Importacao;Vinhos_de_Mesa
Reino Unido;-;-;2000;Importacao;Vinhos_de_Mesa
Republica Dominicana;-;-;2000;Importacao;Vinhos_de_Mesa
Romênia;-;-;2000;Importacao;Vinhos_de_Mesa
Rússia;-;-;2000;Importacao;Vinhos_de_Mesa
San Marino;-;-;2000;Importacao;Vinhos_de_Mesa
Sérvia;-;-;2000;Importacao;Vinhos_de_Mesa
Síria;-;-;2000;Importacao;Vinhos_de_Mesa
Suazilândia;-;-;2000;Importacao;Vinhos_de_Mesa
Suíça;-;-;2000;Importacao;Vinhos_de_Mesa
Tcheca, República;-;-;2000;Importacao;Vinhos_de_Mesa
Tunísia;-;-;2000;Importacao;Vinhos_de_Mesa
Turquia;-;-;2000;Importacao;Vinhos_de_Mesa
Ucrânia;-;-;2000;Importacao;Vinhos_de_Mesa
Uruguai;1.961.733;3.616.134;2000;Importacao;Vinhos_de_Mesa
Não consta na tabela;-;-;2000;Importacao;Vinhos_de_Mesa
Não declarados;-;-;2000;Importacao;Vinhos_de_Mesa
Outros;73.451;295.205;2000;Importacao;Vinhos_de_Mesa
Total;29.276.014;65.302.824;2000;Importacao;Vinhos_de_Mesa
Africa do Sul;-;-;2000;Importacao;Espumantes
Alemanha;1.130;3.150;2000;Importacao;Espumantes
Argentina;114.511;326.156;2000;Importacao;Espumantes
Austrália;-;-;2000;Importacao;Espumantes
Áustria;-;-;2000;Importacao;Espumantes
Bermudas;-;-;2000;Importacao;Espumantes
Bahamas;-;-;2000;Importacao;Espumantes
Bélgica;-;-;2000;Importacao;Espumantes
Brasil;-;-;2000;Importacao;Espumantes
Bulgária;-;-;2000;Importacao;Espumantes
Canada;-;-;2000;Importacao;Espumantes
Chile;11.250;31.550;2000;Importacao;Espumantes
Croácia;-;-;2000;Importacao;Espumantes
Cuba;-;-;2000;Importacao;Espumantes
Emirados Árabes Unidos;-;-;2000;Importacao;Espumantes
Eslovênia;-;-;2000;Importacao;Espumantes
Espanha;230.327;928.135;2000;Importacao;Espumantes
Estados Unidos;-;-;2000;Importacao;Espumantes
França;979.713;8.756.457;2000;Importacao;Espumantes
Geórgia;-;-;2000;Importacao;Espumantes
Granada;-;-;2000;Importacao;Espumantes
Grécia;-;-;2000;Importacao;Espumantes
Hong Kong;-;-;2000;Importacao;Espumantes
Hungria;-;-;2000;Importacao;Espumantes
Indonésia;-;-;2000;Importacao;Espumantes
Irlanda;-;-;2000;Importacao;Espumantes
Israel;-;-;2000;Importacao;Espumantes
Itália;488.816;1.303.096;2000;Importacao;Espumantes
Luxemburgo;-;-;2000;Importacao;Espumantes
México;-;-;2000;Importacao;Espumantes
Moldávia;-;-;2000;Importacao;Espumantes
Nova Zelândia;-;-;2000;Importacao;Espumantes
Países Baixos;-;-;2000;Importacao;Espumantes
Panamá;-;-;2000;Importacao;Espumantes
Peru;-;-;2000;Importacao;Espumantes
Portugal;12.622;41.797;2000;Importacao;Espumantes
Reino Unido;-;-;2000;Importacao;Espumantes
Romênia;-;-;2000;Importacao;Espumantes
Suíça;-;-;2000;Importacao;Espumantes
Tunísia;-;-;2000;Importacao;Espumantes
Ucrânia;-;-;2000;Importacao;Espumantes
Uruguai;1.746;4.140;2000;Importacao;Espumantes
Não consta na tabela;-;-;2000;Importacao;Espumantes
Não declarados;-;-;2000;Importacao;Espumantes
Outros;2.575;16.650;2000;Importacao;Espumantes
Total;1.842.690;11.411.131;2000;Importacao;Espumantes
Argélia;-;-;2000;Importacao;Uvas_Frescas
Argentina;740.793;755.810;2000;Importacao;Uvas_Frescas
Brasil;-;-;2000;Importacao;Uvas_Frescas
Chile;8.938.298;8.058.967;2000;Importacao;Uvas_Frescas
Colômbia;-;-;2000;Importacao;Uvas_Frescas
Egito;-;-;2000;Importacao;Uvas_Frescas
Espanha;103.344;126.562;2000;Importacao;Uvas_Frescas
Estados Unidos;119.829;123.847;2000;Importacao;Uvas_Frescas
Grécia;-;-;2000;Importacao;Uvas_Frescas
Itália;-;-;2000;Importacao;Uvas_Frescas
México;-;-;2000;Importacao;Uvas_Frescas
Peru;-;-;2000;Importacao;Uvas_Frescas
Paraguai;-;-;2000;Importacao;Uvas_Frescas
Portugal;-;-;2000;Importacao;Uvas_Frescas
Panamá;-;-;2000;Importacao;Uvas_Frescas
Reino Unido;-;-;2000;Importacao;Uvas_Frescas
Uruguai;1.080;960;2000;Importacao;Uvas_Frescas
Venezuela;-;-;2000;Importacao;Uvas_Frescas
Não consta na tabela;-;-;2000;Importacao;Uvas_Frescas
Outros;-;-;2000;Importacao;Uvas_Frescas
Total;9.903.344;9.066.146;2000;Importacao;Uvas_Frescas
Afeganistão;-;-;2000;Importacao;Uvas_passas
África do Sul;35.617;54.452;2000;Importacao;Uvas_passas
Alemanha, República Democrática;-;-;2000;Importacao;Uvas_passas
Arábia Saudita;-;-;2000;Importacao;Uvas_passas
Argentina;3.367.629;3.886.025;2000;Importacao;Uvas_passas
Austrália;-;-;2000;Importacao;Uvas_passas
Bélgica;-;-;2000;Importacao;Uvas_passas
Chile;4.909.468;5.801.413;2000;Importacao;Uvas_passas
China;-;-;2000;Importacao;Uvas_passas
China Continental;-;-;2000;Importacao;Uvas_passas
Cingapura;-;-;2000;Importacao;Uvas_passas
Costa Rica;-;-;2000;Importacao;Uvas_passas
Emirados;17.500;16.119;2000;Importacao;Uvas_passas
Espanha;303;1.096;2000;Importacao;Uvas_passas
Estados Unidos;573.211;1.123.705;2000;Importacao;Uvas_passas
França;-;-;2000;Importacao;Uvas_passas
Grécia;-;-;2000;Importacao;Uvas_passas
Guiana Britânica;-;-;2000;Importacao;Uvas_passas
Índia;-;-;2000;Importacao;Uvas_passas
Irã;700.130;773.013;2000;Importacao;Uvas_passas
Itália;-;-;2000;Importacao;Uvas_passas
Japão;-;-;2000;Importacao;Uvas_passas
México;17.500;32.538;2000;Importacao;Uvas_passas
Países Baixos;-;-;2000;Importacao;Uvas_passas
Paraguai;-;-;2000;Importacao;Uvas_passas
Peru;-;-;2000;Importacao;Uvas_passas
Portugal;-;-;2000;Importacao;Uvas_passas
Reino Unido;-;-;2000;Importacao;Uvas_passas
Suécia;-;-;2000;Importacao;Uvas_passas
Turquia;5.268.800;4.496.527;2000;Importacao;Uvas_passas
Uruguai;-;-;2000;Importacao;Uvas_passas
Uzbequistão;-;-;2000;Importacao;Uvas_passas
Venezuela;-;-;2000;Importacao;Uvas_passas
Não consta na tabela;-;-;2000;Importacao;Uvas_passas
Outros;38.375;45.483;2000;Importacao;Uvas_passas
Total;14.928.533;16.230.371;2000;Importacao;Uvas_passas
Africa do Sul;-;-;2000;Importacao;Suco_de_uva
Alemanha;-;-;2000;Importacao;Suco_de_uva
Argentina;2.022.110;1.659.478;2000;Importacao;Suco_de_uva
Austria;-;-;2000;Importacao;Suco_de_uva
Canadá;-;-;2000;Importacao;Suco_de_uva
Coreia do Sul, República;5.141;1.800;2000;Importacao;Suco_de_uva
Coreia do Norte, República;11.560;9.062;2000;Importacao;Suco_de_uva
Chile;-;-;2000;Importacao;Suco_de_uva
China;-;-;2000;Importacao;Suco_de_uva
Dinamarca;-;-;2000;Importacao;Suco_de_uva
Espanha;-;-;2000;Importacao;Suco_de_uva
Estados Unidos;10.338;19.754;2000;Importacao;Suco_de_uva
França;-;-;2000;Importacao;Suco_de_uva
Guiana;-;-;2000;Importacao;Suco_de_uva
Israel;840;1.400;2000;Importacao;Suco_de_uva
itália;-;-;2000;Importacao;Suco_de_uva
Japão;-;-;2000;Importacao;Suco_de_uva
Líbano;-;-;2000;Importacao;Suco_de_uva
México;-;-;2000;Importacao;Suco_de_uva
Países Baixos;-;-;2000;Importacao;Suco_de_uva
Panamá;-;-;2000;Importacao;Suco_de_uva
Peru;-;-;2000;Importacao;Suco_de_uva
Portugal;-;-;2000;Importacao;Suco_de_uva
Reino Unido;-;-;2000;Importacao;Suco_de_uva
Taiwan;-;-;2000;Importacao;Suco_de_uva
Turquia;-;-;2000;Importacao;Suco_de_uva
Uruguai;-;-;2000;Importacao;Suco_de_uva
Venezuela;-;-;2000;Importacao;Suco_de_uva
Outros;3.004;911;2000;Importacao;Suco_de_uva
Total;2.052.993;1.692.405;2000;Importacao;Suco_de_uva
Africa do Sul;42.661;99.201;2001;Importacao;Vinhos_de_Mesa
Alemanha;909.077;1.169.872;2001;Importacao;Vinhos_de_Mesa
Argélia;-;-;2001;Importacao;Vinhos_de_Mesa
Arábia Saudita;-;-;2001;Importacao;Vinhos_de_Mesa
Argentina;2.585.537;6.196.286;2001;Importacao;Vinhos_de_Mesa
Armênia;-;-;2001;Importacao;Vinhos_de_Mesa
Austrália;179.310;636.740;2001;Importacao;Vinhos_de_Mesa
Áustria;770;0;2001;Importacao;Vinhos_de_Mesa
Bermudas;-;-;2001;Importacao;Vinhos_de_Mesa
Bélgica;-;-;2001;Importacao;Vinhos_de_Mesa
Bolívia;-;-;2001;Importacao;Vinhos_de_Mesa
Bósnia-Herzegovina;-;-;2001;Importacao;Vinhos_de_Mesa
Brasil;-;-;2001;Importacao;Vinhos_de_Mesa
Bulgária;-;-;2001;Importacao;Vinhos_de_Mesa
Canada;-;-;2001;Importacao;Vinhos_de_Mesa
